chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label_encoded
-0.490433037218696,0.6325788632811987,0.0017169873376682492,0.24910834657981457,-0.5717460706495355,-0.5680875357626842,-0.5035275640486625,-0.010314057813340934,-0.5237486215706231,-0.36464025188860383,-0.4554624275040138,-0.5713909577695716,0.18678747519211988,-0.33325551203053927,-0.13014082648012032,0.3336283136762456,0.1352700492292455,0.24962967547838422,-0.12146732204700057,0.7025911202134937,-0.7100380010551273,-0.5630528690556702,-0.02935414543018734,0.23553410570101022,-0.022113276442147202,-0.2926506294394704,0.07948255786263926,0.37729222036792337,-0.43359974189154205,-0.9270013655761468,-0.8976919935589445,0.6393844296705528,0.21785623308376642,-0.7607541775806296,0.19986156504245714,0.2242450609337116,0.652805206173919,-0.4130600779437175,0.06885786403145701,0.6975392961110444,-0.3344575048361236,0.06971717613975456,-0.6423452444337724,1.0254243604826654,-0.17259248331044655,-0.5169204346946451,-0.26122974761812395,-0.75275564340049,-0.3003152307154037,0.1697851214623633,-0.41913885441241633,-0.005343378600800383,-0.3826959088575978,-0.49729449106533646,-0.5091547703118494,0.13137975551066478,-0.2872295097950484,0
-0.40248901136047155,0.19689299469708912,-0.26339645167681797,-0.3316701144740741,-0.5132589739262194,-0.7494339868995312,-0.4325562252835758,-0.5225239370018311,-0.4283014134393383,-0.6419758410432826,-0.3388504560354953,-0.44079295977997374,0.1569919709625921,-0.6061472327643401,0.4650323288155183,0.29655760839133116,-0.05217807722762245,0.18419107937731696,-0.29453602996513606,0.6241853181471403,-0.805626979269556,-0.4495062640112941,-0.4807146280534394,0.7262595269906631,-0.3097639189687306,-0.685704925834705,-0.03760898456052834,0.47980806894516853,-0.4066469165844125,-0.9119114535261925,-0.02009499079987922,0.7843098966261729,-0.37417133158223254,-0.5248167204121624,-0.1447245052564642,1.0908466402517083,-0.3081285297171137,-0.6646819594397021,-0.23234977538618057,0.42759920352629427,-0.45263585328814593,-0.3557405523758982,-0.7469055643271003,1.0260801406169038,-0.12898293857637355,-0.6915824218841476,0.4408825795138819,0.4581050736500608,0.4354796361803806,-0.32351664622358806,-0.31051826588182024,-0.115373247746629,-0.03364093284944261,-0.06108846304144741,1.0225600853343795,1.2773820291513376,0.06984314330886762,0
-0.3558770872080199,0.7874249539563439,0.012075436181563022,0.5280912281653873,-0.5486045234519613,-0.7049414203933804,-0.2895073620615769,-0.4481767134720584,-0.34917471786835286,-0.5651828031471706,-0.6848185068849314,-0.6080308591144629,0.2102833577205573,-0.005725333947769,-0.49859884491496254,0.17881626267978806,-0.05217807722762245,0.12174376690385566,0.3812648363086632,0.40518704459239724,-0.7436136631545536,-0.20015973736181503,-0.6181285602996259,0.7252963591043043,-0.23636478517784879,0.11431357937389255,-0.1935480682424081,0.7279236783222615,-0.48801122698893096,-0.6891386893525822,-0.10264714074161066,0.42602033899658176,-0.44262243827006387,-0.5854539937331041,1.0039530353009605,0.23458343590623357,-0.7576732884856346,-0.17455688088869747,-0.43907842034206723,0.9152478933424516,-0.5611400028203641,0.0862919945709841,-0.367897315988656,0.7096771253308978,-0.6926138881927554,0.30710731545871217,-0.06257035826387984,0.5768948471537636,0.5370009743938552,0.43723426779110036,-0.6525277613343102,0.3103276850293695,-0.1344859127069296,0.11193292667420773,-0.04510937155648391,0.6473517234118102,-0.517231354758153,0
-0.17800147267158192,0.24083933311297123,0.018737771466392765,-0.09371502278241156,-0.7220921296545112,-0.7062649576330494,-0.511681313503205,-0.3841713673593065,-0.6060585750094067,-0.4860231042374132,-0.7276941858793552,-0.6415954659368576,0.19366478733883324,-0.3276128328793373,0.29760154768289926,0.43623755718710516,-0.05217807722762245,0.25614348214305116,-0.11705776150441097,0.8911134754856755,-0.5757691389198272,-0.35806477763740724,-0.9023229466949328,0.13174564158978075,0.07733182140084204,-0.814395317009051,-0.030444151694017027,0.383653840054526,0.3641237371830157,-0.7726687970986635,-0.42130046071451116,0.705247922440408,0.06487657807759356,-0.6351263449317295,-0.07179834936923038,0.5211270624021834,-0.6291060478327716,-0.7683265204604469,-0.08048490433348604,0.7050091648652679,-0.4647500702755449,0.12132840646210452,0.15637414284000428,1.1202711107087735,-0.4871947872892508,-0.9581232006322669,-0.19018090517460223,-0.503440934180245,-0.03840034829762083,0.071503325952479,-0.6447407582897319,0.08297561137545083,-0.4374459103440704,-0.19683259557844757,-0.10083387331024463,0.8596517395070327,-0.535323404028402,0
-0.4912571782436211,0.3726032942744855,0.18042693146544028,-0.26339572345915097,-0.7568492620246521,-0.7801810839203714,-0.5362275173401645,-0.6081481092998039,-0.6664899465949105,-0.6981183190737363,-0.7128810914091135,-0.6458960295056828,0.20545800206964301,-0.23221382140085742,0.4355265722111209,0.4821761944243755,-0.05217807722762245,0.3703298081973607,-0.26446467274201513,0.9690160150760883,-0.8250527444675142,-0.411116861670439,-0.6835433224311026,0.15661820478869362,-0.5560118224922481,-0.8943500649471631,-0.40409094014669955,0.25121713313590677,-0.2784724687071291,-0.8698906345990741,-0.7678953093008578,0.7599453625440068,-0.4470310436737748,-1.1170722221371536,0.5351742765329692,0.6722934584861892,-0.21704689558180343,0.09071801255121842,-0.27371087111524994,1.5800968277708927,-0.24494536134451758,-0.06601548047050369,-0.3295882324524711,0.5858312111907448,-0.7734721751593526,-0.6409686726329925,-0.3260469902703604,0.10930590767901797,-0.5541193041041349,0.85198078018394,-0.19763212749487807,0.16759534526935185,-0.023998750154405904,-0.16998414360735864,-0.6838287989175411,0.2726580996761876,-0.6047532011099169,0
-0.0629441231734758,0.42323999114502114,0.020447845679247935,0.2353887850508214,-0.27500662048354546,-0.4720618476058595,-0.1672221378573233,-0.4519683271785508,-0.12114229314813703,-0.3784525651644903,-0.22388438395255963,-0.40076304720431316,0.2267902537866872,-0.34393867093188335,-0.40127278727104526,-0.23596452834019838,0.1352700492292455,0.41785194029397704,-0.3538795823610359,0.3066398785817547,-0.36035296601372435,-0.15133445124195868,-0.9672300601937379,0.5607325194988272,-0.5841238618961142,-0.7591160143987665,-0.278922675364777,0.3427919816706602,0.3485496731321813,-0.6990514282442396,-0.7981721941832303,0.4099990849477545,-0.27464428587649015,-0.5155323088996092,-0.6122908840513271,0.45642260234240173,-0.3289262259156494,-0.4932126649725298,-0.5533688205724698,0.590876907370642,-0.7237134284718271,0.24814663529091377,-0.5117775951891497,0.7397807428523954,-0.6173017009652669,-0.4762583275127214,-0.8378780189546284,0.11586095819013482,-0.5505933122355579,0.12895460650619123,-0.4850089621097002,-0.22694949971807477,-0.3257041235453645,-0.224591130370799,-0.536791456217568,0.7520101662108116,-0.6086611595641419,0
0.01065872306580393,0.41018099367929783,-0.008148802857739527,0.14115870671404157,-0.3201563277287436,-0.5499650331691982,-0.18163621576844668,-0.20297352391288645,-0.1511558673302349,-0.3045981062153072,-0.28626397066613446,-0.425014309243953,0.185758511482884,-0.4431406350778051,0.28579119395040453,0.09339078330379987,-0.05217807722762245,0.4083049959152983,0.08761138584153226,0.47065636447638626,-0.5850290272241603,-0.45493353594360963,-0.4513207580854444,0.31551184542337235,-0.22670392925685914,-0.5825469884949471,-0.18254393311251854,0.5980722090063931,-0.7958092203510287,-0.9488752251983971,-0.5380872611706313,0.6979537164083872,-0.30319295113019296,-0.9143956605508775,0.1349100361405666,0.7974569607585423,-0.708574662366453,-0.49871401899328893,0.42112871900426185,0.8763432656951264,-0.3186572900129179,-0.39107120769485365,-0.4387555436348102,0.8628696697158251,-0.1537167973746887,-0.2602605385233187,-0.6685175396030852,0.5923827816792824,-0.4541099246197307,0.36842516996661084,-0.7305426762520583,0.13381530342796444,-0.14027198440641697,-0.14007500611084842,-0.3907993187857189,0.8190242370000371,-0.6769060079145811,0
-0.5222233363415286,0.7329879978486347,0.1413485960664728,-0.028664039984768665,-0.6650177356525709,-0.8772177712252694,-0.4818916877115716,-0.8405808511594747,-0.5766008077566067,-0.8838105616424641,-0.6946116082291478,-0.6619305205910295,0.18917219075545766,-0.23439831129147365,0.025210187568895738,0.24244105616619702,-0.05217807722762245,0.3411263192279919,-0.3171171615196718,0.7719451512531637,-1.0672042298657374,-0.4186339204484082,-0.5011474599089745,0.0818234481919135,-0.5082434923514516,-0.7786049952935546,0.4684342029199309,0.17688657937927313,-0.1293163452807912,-0.9487900154084973,-0.46049592690195124,0.5242047226531326,0.6804584806126801,-1.0448779446725234,0.15258390477240288,0.3756095088750434,-0.5939886676754706,-0.3303784193677017,-0.3267656698371207,0.8709908891002697,-0.1378204036525487,0.13116311256847324,-0.5170445771976195,0.8690538097439602,-0.5440756284709644,-0.12863974989485458,-0.15958014527970393,0.3009642416452663,-0.3403035869192414,0.11196678856071322,-0.7672357020917303,-0.1604788338659743,-0.6721259995211966,0.10553420003399111,-0.7668391666475163,0.22416239627227336,-0.3297710321571702,0
-0.3480093935129941,0.9510873152448281,0.03224289770539086,-0.0421207166570165,-0.6033540609764607,-0.6426461374417956,-0.6482088044629476,-0.021023597545880415,-0.5978730547779256,-0.38384688789167537,-0.3279875200906503,-0.49835183250994114,0.1880778863610433,-0.3958578815269701,0.3371432870781594,0.44406019173499695,-0.05217807722762245,0.30250627203184244,-0.3326516640078971,0.8054273167725486,-0.5713344894367418,-0.8799593964871236,-0.11024875918480956,0.31152890798382293,-0.5047393237550415,-0.272429448321708,0.34947094543867513,0.34152214605325915,-0.18229661789765567,-1.1165584129018535,-0.5011848592190016,0.6498216206627822,0.4258824246681705,-0.5734825643004474,-0.1952519781480908,0.5994095814223562,0.4491679654380935,-0.4906928884187193,-0.24936607790586324,0.4193905252307057,-0.6148077695123575,-0.2688315353232409,-0.5555923198470264,0.610309279008343,-0.15346465970354498,-0.945663781282617,0.2081439427426314,-0.3136517900240648,-0.17946447897023415,-0.011377623614333948,-0.6066931535688632,0.262791009262731,-0.4812175620655404,0.06123393109191869,0.6293936404112126,0.8828789151768143,0.8789525069777699,0
-0.22183513542328162,-0.17018764986704416,-0.2298387393522788,-0.23240842728232552,-0.5795653163047653,-0.8177044557912913,-0.6745060933975178,-0.6483840392359922,-0.6465314250428422,-0.7943666509317757,-0.018887615478261555,-0.528443784416853,0.14885521360852344,-0.5080160315736695,0.640451730183711,0.5878318276358471,-0.05217807722762245,0.18779310731227916,0.08732467567921134,0.7404547404205117,-0.8809028813907278,-0.9258350719307531,-0.7219550836072326,0.9071432107237041,-0.890781892417214,0.03791317389946517,-0.10157640850341551,0.6320344475784357,-0.6086547364370442,-1.2649429400368308,-0.8820316456859164,0.40477535090922556,-0.5551091964001188,-0.6332660358568036,-0.667968470989458,0.3365633641378802,0.3722089689256816,-1.0812998455901774,-0.05589655057584036,0.5659410747795186,0.30556669235041517,0.10247789848343228,-0.829934424033586,1.231733976156442,-0.3003026955715153,-0.018426387628716127,-0.06180174337191566,0.9001024433675209,-0.1666417110613472,0.15216166767204278,-0.07769685528935229,-0.12161649475798895,-0.2719766790550472,-0.9969691344567149,1.0134116771974448,0.32426620199362616,-0.3626454641755748,0
