perceptr_var,chroma_stft_mean,rms_mean,rms_var,spectral_bandwidth_mean,mfcc4_mean,mfcc1_mean,rolloff_mean,spectral_centroid_mean,mfcc9_mean,mfcc6_mean,mfcc8_mean
0.004326433857872913,-0.3501367847700106,-0.010689686042376918,-0.06185588991968986,-0.45640248463754574,0.3646645785828228,0.30847036784981674,-0.48647252101068594,-0.5835852036708817,-0.6377040583001761,0.33717420978358487,0.4995180228717577
-0.40124236273791625,-0.46248155132216684,-0.5328523184467518,-0.18682068158142898,-0.3868516244629268,-0.0249034183019243,-0.6291591190146953,-0.6486814518416334,-0.9385157135172828,-0.37508240797182607,0.5811362829262255,1.2671128470758972
0.27513201105734647,-0.18422456384664743,0.679977622243722,-0.08409293815888037,-0.940662868678094,-0.2766583636259509,0.5365420141166392,-0.9715915988963003,-0.9068847660730591,-0.5784673166181402,0.9406423548223872,0.14541558625842962
-0.455262613123484,0.319639046441501,0.15480968845399637,0.9070287507698619,-1.2282562629597833,-0.5663532884677819,-0.5497266342771618,-1.5163897240946766,-1.581428565989931,0.7530244577454157,-0.033756206004375136,-0.0796208353715101
-0.3965128762347326,-0.8590766854849967,-0.6001650091676825,-0.20590888923657102,-0.9397697952873828,-0.8491891774766019,-0.1583632928392498,-0.6301074659259248,-0.512542391708156,-0.5796502269824363,-0.3195286425697303,-0.9199372432824394
-0.37371121459178414,-0.9334025548137453,-0.417912506571759,0.2557638635425007,-0.974973130527838,-0.33200885212714154,-0.3324166395028465,-0.6925215604384652,-0.5167490927458813,-0.19227288325209535,-0.2292184703340082,-0.6628962798946338
0.04369181619559132,-1.0696719401870871,0.16670832590899387,1.5833451519841817,-1.6225200401241242,-0.19592630491562246,-0.4549781325295635,-1.128293403740847,-1.037467581473939,0.06134494175129055,-1.287772416599203,-0.9414909049146207
-0.12796752592097677,-0.8660718209919435,0.013594456544182497,0.6826207418222454,-1.264644082611134,0.2216451274230558,-0.3481174037553895,-1.0271336889358968,-1.0482269143871146,-0.5269691353777393,-0.3130794356767559,-0.1537587623924283
-0.33933599149697596,0.3697775414417091,0.17496941493291698,-0.4250972666125889,-0.4007211996474556,0.5906834247495159,0.2306768667633876,-0.5014174114156638,-0.6741339353846311,-0.5850593639374574,0.4689561066745829,1.2354102657663326
-0.6146064942289324,-1.2824655826340572,-0.7557630385726724,0.35661405732905466,-0.5109136084896003,0.16341077037168733,-0.6864393928637321,-0.3990197835647792,-0.5374911609478215,-0.858304632039953,-0.13147952094871504,-0.1059209230175728
-0.2608226093949675,-0.9145812318465444,0.1818021317943068,1.6926550227167936,-1.388130966066528,-0.5591877041869932,-0.29267039111398147,-1.147168932578001,-1.1065159903108688,0.4975668083108333,-0.8832938501183555,-0.40992276324235083
-0.7751796117904458,-0.14118375198889588,-0.992974163202348,-0.15181316806342549,-0.9234070423672187,-0.15820034820278472,-1.4319403330389462,-1.0741849651347897,-1.1865822111625686,0.9395743173935754,0.006071162294208924,-0.1385199987435493
-0.4674485799161502,-1.3382952889359587,-0.18101449800726743,0.27566355668758774,-1.2830941471520836,1.4816274969009628,-0.6263802873869131,-1.1644891347676996,-1.175428628742714,-1.3146940260898599,-0.18555897161408264,-1.1154860852589974
-0.6257422623724668,-1.3955825584272767,-0.2705225668422166,0.31313468913468356,-0.7879464984859058,0.6435066348635394,-0.6523621498659223,-1.182512937107437,-1.2262221594689897,-1.758932500376277,0.06566239811460577,-0.32631433158080475
-0.6880530992275026,-0.6079221987168514,-0.97296140493815,-0.09206127573478283,-1.0208505932480099,0.5248008156148258,-1.6089328988387686,-1.4150554318088895,-1.439252416992862,-0.003977510934439731,-0.005083930735615982,-0.9471783947321603
-0.5132326253118152,-1.3346302145465447,-0.7662678045116803,-0.06122937774340897,-0.972100808687459,0.3601182257723415,-0.9387424996655567,-1.042935596064983,-1.091968935131808,-1.2008310136179052,-0.0605241418931782,-0.7863439645527515
-0.500982977537776,-0.9122270154882751,-0.7533550296306228,-0.1129622987755045,-0.7922070837262861,0.19368200016995307,-0.891263227721414,-0.9924298018361964,-1.0436197826419502,-0.9627631039817458,0.3552279595888224,-0.5436998650470853
-0.6383906061275009,-0.9374716157957186,-0.5730917616815195,-0.24792500699774017,-1.580746458699992,1.4492380253443906,-1.0104523182557654,-1.5479988285795407,-1.5552441773494188,-1.1345256050364687,-0.4059502714528389,-0.9183176362052975
-0.7106583245736717,-1.3316683760775139,-0.7802456733658334,-0.026191483993046195,-0.35740024358369554,0.3827086820979805,-1.0782671421964642,-0.6836286893691669,-0.928159378166483,-1.1641101126207094,0.5891825399035249,-0.42491380772917287
-0.4759050343778969,-1.486050739362809,-0.5067756175964689,-0.13111743591790384,-1.447043984378155,0.6806256783252675,-0.9201879648923974,-1.4842939187541457,-1.406242264183618,-0.965582508061321,-0.48648271267070536,-1.3314013418930526
-0.6439517081926643,-0.9315004968910507,-0.8447066132763297,-0.1521674118279674,-0.6296444142182325,0.20907675557611632,-0.8573096643597459,-0.9945194413795474,-1.133980535594541,-1.343372518783589,0.234778292331845,-0.1787887478889863
-0.5324369744776761,-0.7051001334832848,-0.4538843106201369,0.04872373352129231,-1.4475397349697399,0.733163524699335,-1.200344121771746,-1.7415576427874433,-1.6143471255088124,-1.0691584620662837,0.5025316327497444,-0.8481721459831303
-0.3809748242894179,-0.883435580769728,-0.2666227454040221,0.17459089499680597,-1.4154019817186985,0.7586355593364689,-0.893231287547251,-1.5263723818625323,-1.4617048334872391,-0.7821212884203449,-0.05640422493244528,-0.9293935335941934
-0.5478623931509513,-1.198312657330189,-0.44012831270017816,0.1416253304736222,-1.4159203604385224,1.6371241684080688,-0.826042629843222,-1.3022889596416314,-1.3859551823079619,-0.07369216624156227,-0.22607884893898775,-1.1482612043651879
-0.6093348951508104,-1.415182294585021,-0.6699506245208722,-0.14888166791827626,-1.5105907477882328,2.0479022947639502,-1.29660373887668,-1.4280323578844332,-1.51167915923268,0.7755849959135317,-0.4360198144393163,-1.0856853743134525
-0.6092865162397995,-1.074181116643882,-0.6354046958777091,0.01701843589553991,-1.4814533886157042,1.8258215140134186,-1.0462400567139996,-1.479162398862879,-1.5265850351890875,1.015320584560115,-0.8460439080597103,-0.8487874201047183
-0.5774915017316924,-1.2282426992472786,-0.8197912450447669,0.7967428670018967,-1.2718119234266578,0.8980888798422632,-1.4012418897560615,-1.3305387701770583,-1.4020657714512623,0.8470423882944994,-0.5915927368358672,-0.7414192418819622
-0.6381916792127006,-1.101762781213977,-0.534949140636085,-0.23565158539429581,-1.4211232348017764,2.0357287600660348,-0.835443196078886,-1.1180726857718497,-1.1318279517426013,0.10087436220981168,-0.595282545490598,-0.7768884379619553
-0.46990587023266905,-1.2554638048711684,-0.47620418613303467,0.30120628185811843,-1.603343855378343,1.2502000230594759,-1.0430227107112784,-1.4491086210254709,-1.5176758750248034,-0.10492589505765991,-0.3779991952154478,-0.9352852104791877
-0.6696918511354416,-1.2040202908510909,-0.09433661707866085,0.48475339099500997,-0.09990472460497093,-0.7535760638968041,-0.890824104087184,-0.5156639918972935,-0.772699515635296,-1.845860632335098,0.9553596826923656,0.47431450173544476
-0.6362944016681895,-1.4141827288424536,0.5960731847370121,0.037590724311999,-0.4530537682301993,-0.47984169792787834,-0.6235333710333243,-0.9879489798280493,-1.149508954173161,-2.2459750526783835,0.35776670267588845,0.7390346850546848
-0.7419446527507392,-1.532235128915513,0.3136002760430162,0.03812398071166088,-0.5116032128222379,-0.32204070276943686,-0.7723204302555854,-1.0627422047999342,-1.2172473458717012,-2.335376123831112,0.6723582493111153,0.19160360598302417
-0.8039862475274706,-1.2543700850717991,-0.451001236854288,0.24758670993894877,-0.6833874088559716,-0.7575490554528882,-1.4398396843807588,-1.148893546479602,-1.2470588802111118,-0.5999103601137833,0.9232634648549725,0.22091526194380465
-0.7198181904832578,-1.4455130386508293,0.03478738659593793,-0.21999288295947073,-0.31753402745089737,-0.3651045187817501,-0.9430913924871104,-0.842488906704061,-1.0778168503391752,-2.115787416454562,1.0697836429904213,0.3875192334987451
-0.602883459860193,-1.424346987718679,0.07624785764706406,0.04715402408811233,-0.1619190096253283,-0.6623684534484564,-0.7255183500137617,-0.615707468870226,-0.9288436658152213,-2.442666439416194,1.315401032716401,0.6884299416433365
-0.5488758417458328,-1.105711777526616,0.646593253197217,0.08113066069117286,-0.27724968442932124,-0.9116566971984924,-0.2725142659787235,-0.7416518957273248,-0.9710810022762725,-1.8544506118042765,0.808022645312091,0.8056559564194158
-0.5202140246952751,-1.7790400996914024,1.0177739065175035,0.45647388117718185,-0.6357700839073225,-0.6621432084739409,-0.5562658142510672,-1.2397426094617903,-1.333737414405578,-2.3976732285491114,0.8064920818967659,0.10177451893444354
-0.750867524709817,-1.5924712815695972,-0.9404572563344066,-0.22530493709458252,-1.063971686027325,-0.5755433292327906,-1.8375827321730691,-1.4182031166906461,-1.416250940357204,-0.45096029119356534,0.6840220258012143,0.25796534900790064
