perceptr_var,chroma_stft_mean,rms_mean,rms_var,spectral_bandwidth_mean,mfcc4_mean,mfcc1_mean,rolloff_mean,spectral_centroid_mean,mfcc9_mean,mfcc6_mean,mfcc8_mean,label_encoded
0.09582580828156279,-0.3514246480795559,-0.009782894116008786,-0.06139684509901978,-0.45672203875139955,0.3637000147252543,0.308655254053259,-0.4873293759833935,-0.5844427495381755,-0.6367021511757971,0.3361715235287076,0.4982780727465572,0
0.9102802233933415,-0.4650797920118344,-0.5319862480516512,-0.18681790406507504,-0.38722092101883954,-0.026328860352916917,-0.6285954554166305,-0.6493143527090782,-0.9391365019561989,-0.37461622089100477,0.5809664798992364,1.265961664694212,0
0.8991997238548434,-0.18718156785938067,0.6801945030517995,-0.08273487579199347,-0.9406301903648541,-0.2772990277726612,0.5365855815716394,-0.9721947092557786,-0.9076007585143263,-0.5768181766927225,0.9386943268274751,0.1440770139005135,0
1.1344006681142653,0.3188855646692811,0.15560778171605225,0.907273558804237,-1.2281941590644971,-0.5673486442104563,-0.549277660141833,-1.5169085327045275,-1.5819986895595737,0.7539826413581289,-0.03465181133159004,-0.08033262768230827,0
0.8650890363533957,-0.8609935069716366,-0.599120911726554,-0.20537941992089076,-0.9393823664503699,-0.8504708637789765,-0.15790296040967275,-0.6307383122760788,-0.5131774787176802,-0.5790175437648818,-0.32037128689947153,-0.9209267557829077,0
1.2323996038597795,-0.9345351499475838,-0.4170371269677528,0.2559079728844793,-0.9751635190707126,-0.33287645266097426,-0.3320072523445423,-0.6933002161033899,-0.5175324253556071,-0.19075729556089022,-0.2300951635516219,-0.6635905871728163,0
2.024712623391297,-1.070443140857833,0.1664503970636655,1.5773656737296318,-1.6222136760308257,-0.196281665258969,-0.4544167222834832,-1.128774015901018,-1.0380470064269343,0.060913395278048274,-1.2870835921527066,-0.941460446042717,0
1.5328501838133708,-0.8751337986930984,0.014337046015491694,0.6827591444191677,-1.2640237573615203,0.2197089639951597,-0.3476794196859675,-1.0275155540418668,-1.0486800656537247,-0.5250748546840259,-0.31458972604929464,-0.15522783246602825,0
0.31663718275380914,0.36859736507702995,0.175215411974355,-0.4261767307522566,-0.4008231933608898,0.5893204157643233,0.2309114011651025,-0.5021182737768631,-0.6747845209408256,-0.583387180002723,0.46716636366237463,1.2340496726389227,0
0.6159074814078931,-1.2842819056162784,-0.7548330805147735,0.35637874082114984,-0.5111071835285785,0.16267102909275807,-0.6858773587685498,-0.3996009572414436,-0.5381844096761175,-0.857653783710593,-0.13180347558995129,-0.10611376089793031,0
1.5444274057998792,-0.9167995532505914,0.1822361688075836,1.6914782535465902,-1.3880371289581097,-0.5598804600094275,-0.2921794150976475,-1.147794357984465,-1.10713320242422,0.49791740599045187,-0.8826926420598395,-0.4087071473324874,0
0.5525406861769473,-0.15840198014192555,-0.9921157091060935,-0.15196910863214685,-0.9232849154217204,-0.1586488583738306,-1.4309645012608048,-1.0747807867609103,-1.187165666451749,0.9399740085755051,0.005144427403505622,-0.13940446969646084,0
1.2490808224151446,-1.3409873599433146,-0.180334830970429,0.2763216271620325,-1.2835345981741115,1.4813572841325697,-0.6257462335206209,-1.165032204160759,-1.176067878509808,-1.3154375029011205,-0.1842994381368928,-1.114611343443698,0
0.32167467822989904,-1.3952197177295904,-0.26960720559997425,0.3141450082621628,-0.7884296694906265,0.6430039443432618,-0.6513478189261495,-1.1824022829711147,-1.2265874294957109,-1.7558146371081689,0.0652479403005116,-0.32510759701794584,0
1.0258214235892236,-0.6115273803238624,-0.9724244994975161,-0.0935202123346679,-1.0211692522268934,0.525087331827946,-1.607911728502554,-1.4152057691949285,-1.4397444137883695,-0.002498549442646596,-0.004455291979898882,-0.9464437131818165,0
0.5779409368950218,-1.3361678164493904,-0.7651129140178461,-0.060777089288949156,-0.9721306675264477,0.359536828768866,-0.9378935451169107,-1.0434469417936303,-1.092581184771163,-1.1985915391410173,-0.061792131078477294,-0.786905687339531,0
0.6251081564057417,-0.8651873966034337,-0.7526693260082541,-0.11332955239965681,-0.7918629835663346,0.19265626983334186,-0.8905264909082523,-0.9927753964211548,-1.0441905628002144,-0.9615633736466169,0.3535940156116787,-0.5450398552601552,0
1.520678071099054,-0.9381460105301009,-0.5720785889902972,-0.24791089180291645,-1.5805356737543663,1.4467501367426656,-1.009416867953813,-1.5483270065576074,-1.555658827677994,-1.1322340652650522,-0.40673961445685264,-0.9180959338054532,0
-0.026178815583604898,-1.3320349243945977,-0.7793597958289813,-0.026336381422200895,-0.3587597224493705,0.38314524553310525,-1.077217931302572,-0.684493522674875,-0.9290352963668906,-1.1634308846311479,0.5887637385067322,-0.4249504437256463,0
1.2914839398311475,-1.4866532483829675,-0.5059634532265106,-0.1305216380252968,-1.4474800037421365,0.6813142962801514,-0.9195312165631953,-1.4846807951309897,-1.40686738240365,-0.9639705311629565,-0.48620401456419987,-1.33021061892162,0
0.3027248827140396,-0.9325584854943721,-0.844034155224653,-0.15381301704024036,-0.6300112293694442,0.20779855525892457,-0.8565087592507935,-0.9952296341093413,-1.1345750104408587,-1.3420228474124702,0.2338340778151408,-0.18033939475826166,0
1.6297641414127306,-0.7044067250313788,-0.4531224428912417,0.04941679292771884,-1.4474169006495667,0.7335095190485315,-1.1988532526942766,-1.7415559100594105,-1.6146627767409891,-1.067142289951749,0.5021401855448977,-0.847289685709466,0
1.551774645579605,-0.8844540569802586,-0.265807574987896,0.17508255029275832,-1.4153394468455898,0.7579253946951072,-0.8924255397613664,-1.5265932508232125,-1.462236742283218,-0.7827051831317575,-0.055192852025815316,-0.928866576448542,0
1.353409727256026,-1.2005101850720676,-0.44016048313664474,0.13947796986103278,-1.4158335312246073,1.6371090785436082,-0.8254951191136434,-1.302776294410238,-1.3864078575399685,-0.0745126080425167,-0.22422303612296965,-1.1469227934152775,0
